,author_name,books_name
339,Nadine Aisha Jassat,['Nasty Women']
340,Sasha De Buyl-Pisco,['Nasty Women']
341,Elise Hines,['Nasty Women']
342,Alice Tarbuck,['Nasty Women']
343,Jonatha Kottler,['Nasty Women']
344,Chitra Ramaswamy,['Nasty Women']
345,Christina Neuwirth,['Nasty Women']
346,Belle Owen,['Nasty Women']
347,Zeba Talkhani,['Nasty Women']
348,Katie Muriel,['Nasty Women']
349,Joelle A. Owusu,['Nasty Women']
350,Kaite Welsh,['Nasty Women']
351,Claire L. Heuchan,['Nasty Women']
352,Jen McGregor,['Nasty Women']
353,Mel Reeve,['Nasty Women']
354,Sim Bajwa,['Nasty Women']
355,Becca Inglis,['Nasty Women']
356,Rowan C. Clarke,['Nasty Women']
357,Kristy Diaz,['Nasty Women']
358,Sandra Lee,['The Recipe Box']
359,Lytton Strachey,['Books and Characters French & English']
360,Hsn `bdllh,['أذكر أنني أحببت']
361,Takashi   Murakami,['續．星守犬']
362,Cun Shang Chong,['續．星守犬']
363,Asma,['續．星守犬']
364,Tessa Dare,"['Romancing the Duke (Castles Ever After, #1)', ""Seven Wicked Nights (Turner, #1.5; Fitzhugh Trilogy, #0.5; Nottinghamshire, #2; All's Fair in Love, #1)"", 'Valse de minuit (Le club des gentlemen, #1)']"
365,Paula Gosling,['Fair Game']
366,Charlotte Elkins,['The Art Whisperer (Alix London #3)']
367,Aaron Elkins,['The Art Whisperer (Alix London #3)']
368,Ian Fleming,"['Moonraker (James Bond, #3)', 'For Your Eyes Only (James Bond #8)', 'Goldfinger (James Bond #7)', 'You Only Live Twice (James Bond 12)']"
369,O. Henry,['The Four Million']
370,Dan Slott,['The Thing: Idol of Millions']
371,Andrea DiVito,['The Thing: Idol of Millions']
372,Kieron Dwyer,['The Thing: Idol of Millions']
373,Lorraine Heath,"['When the Duke Was Wicked (Scandalous Gentlemen of St. James, #1)']"
374,Nashoda Rose,"['Kept from You (Tear Asunder, #4)']"
375,William Horwood,"['Duncton Tales (Book of Silence, #1)', 'Duncton Rising (Book of Silence, #2)', 'Toad Triumphant', 'Journeys to the Heartland (The Wolves of Time, #1)']"
376,Antonia Michaelis,"['The Storyteller', 'Dragons of Darkness', 'Friedhofskind']"
377,Jonathan Auxier,"['Peter Nimble and His Fantastic Eyes (Peter Nimble, #1)', 'The Night Gardener']"
378,Johnny B. Truant,"['How to Live Forever', 'Cursed 2: Beaten']"
379,Patrick Benson,"['Toad Triumphant', 'The Wind in the Willows']"
380,Liz Murray,['Als der Tag begann']
381,Frauke Brodd,"['Als der Tag begann', 'Wohin die Gier dich treibt (Decker/Lazarus #22)']"
382,William Sleator,['The Phantom Limb']
383,Ann Monticone,['The Phantom Limb']
384,R.A. Salvatore,"['Sürgün (Drizzt Efsanesi, #2)', 'El exilio (Reinos Olvidados, El Elfo Oscuro, # 2)', 'Tarzan: The Epic Adventures', 'Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)', ""Mather's Blood: A Tale of DemonWars"", 'Streams of Silver']"
385,Bogac Erkan,"['Sürgün (Drizzt Efsanesi, #2)']"
386,Lisa Greenwald,['Reel Life Starring Us']
387,Kenneth Grahame,"['The Wind in the Willows', 'Dream Days']"
388,Ephe Tsirone,['Αναβίωση']
389,Kathy Hepinstall,['Prince Of Lost Places']
390,Mark Salzman,['Lost In Place: Growing Up Absurd in Suburbia']
391,Katsura Hoshino,"['D.Gray-man, Vol. 16: Blood & Chains']"
392,Pierce Brown,"['Red Rising (Red Rising, #1)']"
393,Tim Gerard Reynolds,"['Red Rising (Red Rising, #1)']"
394,Sergei Tarmashev,['Древний. Война (Древний #3)']
395,Victoria Scott,"['Salt & Stone (Fire & Flood, #2)', 'The Collector (Dante Walker, #1)']"
396,Serge Bloch,['Snowed Under and Other Christmas Confusions']
397,Anna Hackett,"['On a Rogue Planet(The Phoenix Adventures #3)', 'Soul Stealer (The Anomaly #3)', 'Champion (Galactic Gladiators, #5)', 'One Night with the Wolf']"
398,Marc Harshman,['Only One']
399,Barbara Garrison,['Only One']
400,Alexandra Marinina,['Gyvenimas po gyvenimo']
401,Jurgis Gimberis,['Gyvenimas po gyvenimo']
402,J. Nelson Kraybill,"['Apocalypse and Allegiance: Worship, Politics, and Devotion in the Book of Revelation']"
403,Robert Louis Stevenson,"['Treasure Island: A Story of the Spanish Main (Barnes & Noble Classics)', 'El extraño caso del Dr. Jekyll y Mr. Hyde', 'The Strange Case of Dr Jekyll and Mr Hyde and Other Stories', 'The Strange Case of Dr Jekyll and Mr Hyde', 'The Strange Case of Dr Jekyll and Mr Hyde and Other Stories', 'El extraño caso del doctor Jekyll y Mister Hyde', 'Kidnapped']"
404,Angus Fletcher,['Treasure Island: A Story of the Spanish Main (Barnes & Noble Classics)']
405,N.C. Wyeth,['Treasure Island: A Story of the Spanish Main (Barnes & Noble Classics)']
406,Jay DiNitto,['Bored in the Breakroom']
407,Matt DeBenedictis,['Bored in the Breakroom']
408,Katrina Britt,['The Man on the Peak']
409,Alison Pollet,"['The Pity Party: 8th Grade in the Life of Me, Cass']"
410,Debra Webb,"['Safe by His Side (Colby Agency #1)', 'The Blackest Crimson (Shades of Death #0.5)']"
411,Margery Allingham,"['The Crime at Black Dudley (Albert Campion, #1)', 'The Beckoning Lady (Albert Campion #15)']"
412,Warren Ellis,"['Transmetropolitan, Vol. 4: The New Scum', 'Thunderbolts: Fe en los monstruos (Colección Definitiva de Novelas Gráficas Marvel, #55)']"
413,Darick Robertson,"['Transmetropolitan, Vol. 4: The New Scum']"
414,Anonymous,"['Stress Less and Enjoy Each Day: 10 Principles to Help You Reduce Tension and Enjoy More Peace', 'Koine Greek New Testament', 'Lawmen & Outlaws', 'The Táin', 'The Passion of Mademoiselle S.: Letters to a Lover', 'I Ching: The Oracle', 'El lazarillo de Tormes', ""Webster's Compact Rhyming Dictionary"", 'The Complete I Ching: The Definitive Translation', ""Merriam Webster's Rhyming Dictionary"", 'Horror Stories', 'Joy for the Journey: Morning and Evening', 'The Exeter Book Riddles', 'The Quran: English Translation of the Meaning of', ""Merriam- Webster's Collegiate Dictionary""]"
415,Yuki Shimizu,['是-ZE- かみのほん [ZE - Kami no Hon]']
416,Zhi Shui yuki,['是-ZE- かみのほん [ZE - Kami no Hon]']
417,Corey Adams,"['Totally Awesome, Super-Cool Bible Stories as Drawn by Nerdy Ned']"
418,Usamaru Furuya,['Lychee Light Club']
419,Caitlin R. Kiernan,"['Tales of Pain and Wonder', 'Best New Horror 18 (The Mammoth Book of Best New Horror, #18)']"
420,Richard A. Kirk,['Tales of Pain and Wonder']
421,Deborah Kogan Ray,"[""The Flower Hunter: William Bartram, America's First Naturalist""]"
422,Janae Keyes,['Sleepless Fate']
423,Elle Kennedy,"['Midnight Rescue (Killer Instincts, #1)']"
424,Max Lucado,"['Grace Happens Here: You Are Standing Where Grace is Happening', 'Facing Your Giants Study Guide']"
425,Minister Faust,['The Alchemists of Kush']
426,Michael T. Klare,"[""The Race for What's Left: The Global Scramble for the World's Last Resources""]"
427,Shelly Crane,"['Collide (Collide, #1)', 'Taking Faith (Stolen Hearts, #1.5)']"
428,Darren Humphries,"[""The Man From U.N.D.E.A.D.'s Christmas Carol""]"
429,Skye Warren,"['Pretty When You Cry (Stripped, #3)', 'Heartbreak (Stripped, #1.5)']"
430,Nick Pirog,['The Afrikaans']
431,Alexis  Hall,"['There Will Be Phlogiston (Prosperity, #5)', 'How to Bang a Billionaire (Arden St. Ives, #1)']"
432,Daniel Pinkwater,['Lizard Music']
433,Sean-Paul Thomas,['Lust4Life']
434,Dana   Lyons,['The Tree']
435,Colleen Carroll Campbell,"['Minhas Irmãs, as Santas: memórias espirituais']"
436,Michela Murgia,['La acabadora']
437,Irvin S. Cobb,['Irvin Cobb at His Best']
438,Andy Collins,['Draconomicon: The Book of Dragons']
439,Skip Williams,['Draconomicon: The Book of Dragons']
440,James Wyatt,['Draconomicon: The Book of Dragons']
441,Kirstyn McDermott,['Madigan Mine']
442,Elizabeth Jane Howard,"['Allontanarsi (La saga dei Cazalet, #4)', 'Marking Time: Cazalet 2: Vol 2']"
443,Manuela Francescon,"['Allontanarsi (La saga dei Cazalet, #4)']"
444,Karl Marx,"['Komünist Manifesto', 'The Communist Manifesto']"
445,Nail Satligan,['Komünist Manifesto']
446,Mark Frost,"['The Grand Slam: Bobby Jones, America, and the Story of Golf']"
447,Tim Weaver,"['Never Coming Back (David Raker, #4)']"
448,David Bauckham,"['Never Coming Back (David Raker, #4)']"
449,P.C. Cast,"['Betrayed', 'Betrayed (House of Night, #2)', 'Burned', 'Vykoupená (Škola noci, #12)', 'وسمة القدر (سلسلة منزل الليل #1)', 'Betrayed (House of Night, #2)', 'Neferetino prokletí (Novely Školy noci, #3)']"
450,Kristin Cast,"['Betrayed', 'Betrayed (House of Night, #2)', 'Burned', 'Vykoupená (Škola noci, #12)', 'وسمة القدر (سلسلة منزل الليل #1)', 'Betrayed (House of Night, #2)', 'Neferetino prokletí (Novely Školy noci, #3)']"
451,Edwina Wren,"['Betrayed', 'Betrayed (House of Night, #2)', 'People of the Book']"
452,Therese Walsh,['The Last Will of Moira Leahy']
453,W. Curtis Preston,['Using SANs and NAS: Help for Storage Administrators']
454,Geoffrey Neil,['Human Resources']
455,Maureen Child,['Un Baile Perfecto']
456,Diane  Adams,"['That One Thing (Alex and Jared - The College Years, #1)']"
457,John McNally,['Troublemakers']
458,Sui Ishida,"['Tokyo Ghoul: re, Vol. 5']"
459,Nigel Fairs,['Doctor Who: The Child']
460,Dean Lorey,"['Mardrömsakademien (Mardrömsakademien, #1) (Nightmare Academy #1)']"
461,Agneta Malmborg,"['Mardrömsakademien (Mardrömsakademien, #1) (Nightmare Academy #1)']"
462,Amanda Hocking,"['Switched (Trylle Trilogy, #1)', 'Switched (Trylle, #1)', 'นิรันดร']"
463,Natalie Palmer,"['Second Kiss (Second Kiss, #1)']"
464,Jay Asher,['Thirteen Reasons Why']
465,Judy Christie,['Goodness Gracious Green (Green #2)']
466,Albertine Sarrazin,['Kemik']
467,Tarik Alemdar,['Kemik']
468,Kitty Thomas,['Awakening']
469,William Marshall,['Gelignite']
470,Debby Giusti,"[""The Agent's Secret Past""]"
471,Aliette de Bodard,"['The House of Binding Thorns (Dominion of the Fallen, #2)', 'Servant of the Underworld (Obsidian and Blood, #1)']"
472,G.A. Henty,"[""Under Drake's Flag: A Tale of the Spanish Main"", 'Jack Archer', 'The Boy Knight: A Tale of the Crusades', 'The Dragon and the Raven, or, The Days of King Alfred']"
473,Yangsze Choo,['The Ghost Bride']
474,Humphrey Carpenter,['Mr. Majeika']
475,Jessica Shirvington,"['Entice (The Embrace Series, #2)']"
476,Rebecca Macauley,"['Entice (The Embrace Series, #2)']"
477,Lecia Cornwall,['Segredos de Uma Condessa Respeitável (Secrets #1)']
478,Sarah Mallory,"[""At the Highwayman's Pleasure""]"
479,George Orwell,"['The Road to Wigan Pier', '1984', 'Boğulmamak İçin', 'Фермата на животните', 'Nineteen Eighty-Four', ""Paris ve Londra'da Beş Parasız"", 'Subir a por aire', 'الصعود إلى الهواء', 'الصعود إلى الهواء']"
480,Richard Dawkins,"['The Greatest Show on Earth: The Evidence for Evolution', 'Deus, Um Delírio', 'God als misvatting']"
481,Sharon M. Johnston,['Shattered (Open Heart #2)']
482,Leigh Russell,"['Killer Plan (DI Geraldine Steel, #7)']"
483,Tara Bennett-Goleman,['Emotional Alchemy: How the Mind Can Heal the Heart']
484,Susanne McCarthy,['Second Chance for Love']
485,August Kubizek,['The Young Hitler I Knew']
486,Geoffrey Brooks,['The Young Hitler I Knew']
487,Ian Kershaw,"['The Young Hitler I Knew', 'Wendepunkte: Schlüsselentscheidungen im Zweiten Weltkrieg']"
488,Adolf Hitler,"[""Hitler's War Directives, 1939-1945"", 'Mein Kampf', 'Mein Kampf - My Struggle: Unabridged edition of Hitlers original book - Four and a Half Years of Struggle against Lies, Stupidity, and Cowardice', ""Hitler's Secret Conversations, 1941-1944"", 'Mein Kampf']"
489,Bob Shaw,['One Million Tomorrows']
490,Gordon Dahlquist,['The Different Girl']
491,Anna Jansson,"['Murhan alkemia (Maria Wern, #12)']"
492,Sirkka-Liisa Sjoblom,"['Murhan alkemia (Maria Wern, #12)']"
493,Mihir Desai,['The Wisdom of Finance: Discovering Humanity in the World of Risk and Return']
494,Patti Digh,"[""Creative Is a Verb: If You're Alive, You're Creative""]"
495,Beth Fantaskey,"['Isabel Feeney, Star Reporter']"
496,Walter Scheidel,['The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century']
497,Sarah Beth Durst,['The Girl Who Could Not Dream']
498,Emily Bain Murphy,['The Disappearances']
499,Jerdine Nolen,['Bradford Street Buddies: Springtime Blossoms']
500,Michelle  Henninger,['Bradford Street Buddies: Springtime Blossoms']
501,Donna White Glaser,['The Secrets We Keep (A Letty Whittaker 12 Step Mystery #3)']
502,S.J. Frost,['A Little Bit Country']
503,James Lincoln Collier,"['The Teddy Bear Habit', 'My Brother Sam Is Dead']"
504,Lee Lorenz,['The Teddy Bear Habit']
505,K.C. Sprayberry,['The Ghost Catcher']
506,Salinas Press,"['Japanese Cooking Made Simple: A Japanese Cookbook with Authentic Recipes for Ramen, Bento, Sushi & More']"
507,Massimo Carlotto,['The Colombian Mule']
508,Greg  Jenner,['A Million Years in a Day: A Curious History of Everyday Life from the Stone Age to the Phone Age']
509,Matthew Lloyd Davies,['A Million Years in a Day: A Curious History of Everyday Life from the Stone Age to the Phone Age']
510,Olivier Zunz,"['The Changing Face of Inequality: Urbanization, Industrial Development, and Immigrants in Detroit, 1880-1920']"
511,Claire Luana,['Moonburner (Moonburner Cycle #1)']
512,Romain Rolland,"['زندگی بتهوون کتاب دوم: آوای رستاخیز', 'زندگی تولستوی']"
513,mHmd mjlsy,['زندگی بتهوون کتاب دوم: آوای رستاخیز']
514,mSTfy khml pwrtrb,['زندگی بتهوون کتاب دوم: آوای رستاخیز']
515,John        Baker,"['Death Minus Zero (Sam Turner, #2)']"
516,Allan Ahlberg,['Woof!']
517,Kichiku Neko,['In These Words: Chapter 1']
518,TogaQ,['In These Words: Chapter 1']
519,Guilt Pleasure,['In These Words: Chapter 1']
520,E.E. Ottoman,['The Possession of Lawrence Eugene Davis']
521,Brett Williams,"[""Lucifer's Children""]"
522,Brandon Sanderson,"['Edgedancer (The Stormlight Archive #2.5)', 'Ατσαλόκαρδος (Οι τιμωροί, #1)', 'The Way of Kings (The Stormlight Archive, #1)', 'Steelheart (Reckoners, #1)', 'The Well of Ascension (Mistborn, Book 2)', 'The Knights of Crystallia (Alcatraz, #3)', 'The Shattered Lens (Alcatraz, #4)', 'Zdenac uspenja (Red magle, #2)']"
523,Aliyah Burke,"['One Cold Night (ARe Fearless #3)', 'What the Earl Desires (Rakes and Rogues, #1)']"
524,Susan Santangelo,"['Marriage Can Be Murder (Baby Boomer Mystery, #3)']"
525,Jeff VanderMeer,"['Hallinta (Eteläraja-trilogia, #2)', 'Other Worlds Than These', 'Borne', 'New Weird', 'Annihilation (Southern Reach, #1)']"
526,Einari Aaltonen,"['Hallinta (Eteläraja-trilogia, #2)']"
527,Genevieve Scholl,"[""His Brother's Widow""]"
528,Ines de La Fressange,['Parisian Chic: A Style Guide']
529,Mark Inglis,['No mean feat']
530,Henry P. Bowie,['On the Laws of Japanese Painting']
531,Mercedes Lackey,"[""Grey's Ghost"", 'Grey', 'DAW 30th Anniversary Fantasy']"
532,Claire  Adams,['The Job']
533,Darrel Hess,"[""McKnight's Physical Geography: A Landscape Appreciation""]"
534,Dennis G. Tasa,"[""McKnight's Physical Geography: A Landscape Appreciation""]"
535,Moony Witcher,"[""Nina e il Mistero dell'Ottava Nota (La bambina della Sesta Luna)""]"
536,Ilaria Matteini,"[""Nina e il Mistero dell'Ottava Nota (La bambina della Sesta Luna)""]"
537,Nathan Perl-Rosenthal,['Citizen Sailors: Becoming American in the Age of Revolution']
538,Brian Murphy,"['The Root of Wild Madder: Chasing the History, Mystery, and Lore of the Persian Carpet']"
539,Vesta Sarkhosh Curtis,['Persian Myths']
540,Mary Alice Monroe,['Girl in the Mirror']
541,Elizabeth Hand,"['Wylding Hall', ""The Year's Best Science Fiction and Fantasy, 2011 Edition"", 'Best New Horror 18 (The Mammoth Book of Best New Horror, #18)']"
542,Vahur Kersna,['7x7']
543,Chris Matthews,['Jack Kennedy: Elusive Hero']
544,Penelope Stone,['The Taste of the Hucow: Total Dairy Submission']
545,Richard Scarry,"['Die Überraschung im Schneesturm', ""Richard Scarry's Cars""]"
546,David Shipley,['Send']
547,Will Schwalbe,['Send']
548,Lisa Blackwood,['Sorceress Awakening (Gargoyle and Sorceress Book 1)']
549,Julian Fellowes,['Belgravia']
550,Halvor Kristiansen,['Belgravia']
551,Helen Hardt,"['Surrender (Steel Brothers Saga, #6)']"
552,Thomas Watson,['The Art of Divine Contentment']
553,J. L. Raimundo,['The Art of Divine Contentment']
554,Tanya Anne Crosby,"['Du sollst nicht lügen: Aldridge-Schwestern-Krimi 2', 'On Bended Knee (The Highland Brides, #3)', 'Highland Song (The Highland Brides, #4.5)']"
555,Irene Wieser & Nina Waitz,['Du sollst nicht lügen: Aldridge-Schwestern-Krimi 2']
556,Albert J. Raboteau,['Canaan Land: A Religious History of African Americans']
557,Antoine de Saint-Exupery,['O Principezinho']
558,Eugenio de Andrade,['O Principezinho']
559,Joana Morais Varela,['O Principezinho']
560,J.M. Coetzee,"['The Good Story: Exchanges on Truth, Fiction and Psychotherapy', 'Life & Times of Michael K - Kisah Hidup Michael K']"
561,Arabella Kurtz,"['The Good Story: Exchanges on Truth, Fiction and Psychotherapy']"
562,Mari Farthing,['Prom Dates to Die for']
563,Lena Brown,['Prom Dates to Die for']
564,Heather Dearly,['Prom Dates to Die for']
565,Kelly Parra,['Prom Dates to Die for']
566,Jenny Peterson,['Prom Dates to Die for']
567,Aaron   Smith,['Prom Dates to Die for']
568,Nicholas A. Brawer,"['British Campaign Furniture: Elegance Under Canvas, 1740-1914']"
569,Jero Phillips,"['British Campaign Furniture: Elegance Under Canvas, 1740-1914']"
570,Sydney E. Ahlstrom,['A Religious History of the American People']
571,David D. Hall,['A Religious History of the American People']
572,Shelley Rotner,['Body Actions']
573,David A. White,['Body Actions']
574,Gloria E. Anzaldua,['Borderlands/La Frontera']
575,Sylvain Reynard,"['El infierno de Gabriel (El infierno de Gabriel, #1)', 'El éxtasis de Gabriel (El infierno de Gabriel, #2)', ""Gabriel's Rapture (Gabriel's Inferno, #2)""]"
576,Marguerite Duras,"['O Amante da China do Norte', 'Ян Андреа Щайнер', 'Sevgili']"
577,Tereza Coelho,['O Amante da China do Norte']
578,Elizabeth Loraine,['Phantom Lives - Power']
579,Bruce Fife,"[""Stop Alzheimer's Now: How to Prevent and Reverse Dementia, Parkinsons, ALS, Multiple Sclerosis, and Other Neurodegenerative Disorders""]"
580,Russell L. Blaylock,"[""Stop Alzheimer's Now: How to Prevent and Reverse Dementia, Parkinsons, ALS, Multiple Sclerosis, and Other Neurodegenerative Disorders""]"
581,Savanna Fox,['Bound to be Dirty (Dirty Girls Book Club)']
582,Andrea Hirata,['Dwilogi Padang Bulan']
583,Cody  Walker,['Keeping the World Strange:  A Planetary Guide']
584,Timothy Callahan,"['Keeping the World Strange:  A Planetary Guide', ""Our Sentence is Up: Seeing Grant Morrison's The Invisibles""]"
585,Ean Moody,['Keeping the World Strange:  A Planetary Guide']
586,Julian Darius,['Keeping the World Strange:  A Planetary Guide']
587,A. David Lewis,['Keeping the World Strange:  A Planetary Guide']
588,Patrick Meaney,"['Keeping the World Strange:  A Planetary Guide', ""Our Sentence is Up: Seeing Grant Morrison's The Invisibles""]"
589,Chad Nevett,['Keeping the World Strange:  A Planetary Guide']
590,Ross Payton,['Keeping the World Strange:  A Planetary Guide']
